Entry,fasta_header,BL11,BL12,BL21,BL22,CF11,CF12,CF21,CF22,POOL1,POOL2,POOL3,POOL4,S111,S112,S121,S122,S711,S712,S721,S722,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane,expressed,BL_mean,BL_std,CF_mean,CF_std,S1_mean,S1_std,S7_mean,S7_std,CF_BL_fc,CF_BL_p_val,S1_BL_fc,S1_BL_p_val,S7_BL_fc,S7_BL_p_val
A0A140N5L7,tr|A0A140N5L7|A0A140N5L7_ECOBD,65818297.3598214,71918601.29080041,62988047.6753571,61207059.470268995,68550005.9765545,72862375.2996523,68025920.4253038,70164843.1427667,72229192.2216491,72855434.3464029,73207034.2969155,71877592.27113649,76778962.9539362,79820501.362272,85916337.444021,80415295.91866659,76309379.17891891,74222020.08383399,76722472.61907241,82235021.56658621,A0A140N5L7_ECOBD,unreviewed,50S ribosomal protein L24,rplX ECBD_0442,Escherichia coli (strain B / BL21-DE3),104.0,translation [GO:0006412],ribosome [GO:0005840],ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],GO:0003735; GO:0005840; GO:0006412; GO:0019843,,,,,,not_exp,65483001.449061975,4063183.567403888,69900786.21106933,1882847.906057552,80732774.41972394,3295261.1984424167,77372223.36210288,2963207.7575551043,1.0674646040078641,0.1383730040889194,1.232881398732532,0.002336064190726777,1.1815619573010763,0.006394207885385559
A0A140N5L9,tr|A0A140N5L9|A0A140N5L9_ECOBD,96398842.8160121,87099846.3381552,90244023.22073159,94289779.8264104,97394358.7040555,92787408.78552191,98558904.9291433,99775386.3521519,75913929.5724535,76426063.52984409,75888878.00065279,76451115.1016448,62510127.07406379,61391903.04956911,55901362.5726218,57060879.7918558,55593154.7871371,53041329.0959643,53638004.147240005,47407071.640729204,A0A140N5L9_ECOBD,unreviewed,Cysteine synthase (EC 2.5.1.47),ECBD_1267,Escherichia coli (strain B / BL21-DE3),323.0,cysteine biosynthetic process from serine [GO:0006535],,cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535],cysteine synthase activity [GO:0004124],GO:0004124; GO:0006535,2.5.1.47,,,,,not_exp,92008123.05032733,3594704.6539546098,97129014.69271815,2644230.433691057,59216068.12202762,2793617.351623593,52419889.91776766,3044172.5451272367,1.0556569515018772,0.09402853893232725,0.6435960886805304,1.620861832673642e-05,0.56973110829676,6.593353574395516e-06
A0A140N5M2,tr|A0A140N5M2|A0A140N5M2_ECOBD,3191605.65581437,3088431.93549451,2784675.0254585,2899182.60106054,3250215.13907573,3492315.93453533,3368839.89059542,3555151.11983917,3259926.51595178,3412704.69587237,3298226.39623105,3374404.8155931,3344381.40399793,3791348.14836516,3729306.03854809,3840058.39272081,3218086.97743356,3444548.78944977,3354081.17039211,3335546.33977276,A0A140N5M2_ECOBD,unreviewed,tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),truB ECBD_0574,Escherichia coli (strain B / BL21-DE3),314.0,tRNA pseudouridine synthesis [GO:0031119],,RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119],RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029],GO:0003723; GO:0031119; GO:0106029,5.4.99.25,,,,,not_exp,2990973.80445698,158694.7055840653,3416630.521011412,117147.62249000622,3676273.4959079977,195596.82980140182,3338065.81926205,80616.9719649975,1.1423137561151966,0.009648745416805944,1.2291225989441374,0.0032833460881844375,1.116046491041765,0.014904295789721335
A0A140N5N0,tr|A0A140N5N0|A0A140N5N0_ECOBD,1085824.01386986,846082.880065275,923630.265440646,1080532.75236118,1230285.19506618,982729.370000343,795544.505881314,962503.937288332,814126.290788375,830623.628411247,798634.584870328,846115.334329293,697880.84866914,624041.029961681,514235.322336387,611925.207753296,690090.215033638,583240.900793643,659998.061292049,591151.118475305,A0A140N5N0_ECOBD,unreviewed,GCN5-related N-acetyltransferase,ECBD_0584,Escherichia coli (strain B / BL21-DE3),167.0,,,N-acetyltransferase activity [GO:0008080],N-acetyltransferase activity [GO:0008080],GO:0008080,,,,,,not_exp,984017.4779342404,102898.41796516818,992765.7520590422,155183.9329218412,612020.602180126,65342.25789146875,631120.0738986587,45280.64795314405,1.0088903645727587,0.9377882929137489,0.6219611093341026,0.0018545852457978217,0.6413707968110248,0.0016068214803887705
A0A140N5N2,tr|A0A140N5N2|A0A140N5N2_ECOBD,48320.3462303373,57093.883787679006,53750.0436503137,74519.4165963242,46911.515630284695,56563.0289550947,75569.4065054114,57451.686697071105,47144.0873725577,42284.8939647558,44652.320631320996,44776.6607059925,27253.800824619102,18605.0880885966,29123.6949065017,18489.7269983124,32615.282882882202,31558.6898041842,24945.9356881318,28830.2380663564,A0A140N5N2_ECOBD,unreviewed,Uncharacterized protein,ECBD_0657,Escherichia coli (strain B / BL21-DE3),167.0,,,,,,,,,,,not_exp,58420.92256616354,9807.666569081348,59123.909446965474,10355.570651248114,23368.07770450745,4865.962115449798,29487.536610388648,2963.5558291644343,1.012033135560394,0.9347451064087534,0.3999950133968248,0.0014522831460961221,0.5047427413867537,0.0027349050329626787
A0A140N5N9,tr|A0A140N5N9|A0A140N5N9_ECOBD,1710647.18202878,1565302.70293293,1432780.65745264,1387901.7201465,1767736.1636029999,1640302.61820171,1502869.02101626,1660454.32041911,1337703.95830829,1383817.41693175,1340591.11779941,1380930.25744062,981533.193194134,1064918.53312857,1072423.6672319,1125957.2834203,1137661.98016212,1160439.18345714,1237175.3852176,1032618.91670999,A0A140N5N9_ECOBD,unreviewed,TrkA-N domain protein,ECBD_0462,Escherichia coli (strain B / BL21-DE3),458.0,,plasma membrane [GO:0005886],plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079],potassium ion transmembrane transporter activity [GO:0015079],GO:0005886; GO:0015079,,,,,,not_exp,1524158.0656402125,125883.5713305336,1642840.53081002,94217.34079974907,1061208.169243726,51672.29381021025,1141973.8663867125,73111.89113925245,1.077867557076474,0.2389552976934492,0.6962586054340582,0.0010601180124627072,0.7492489736666741,0.003903248024191074
A0A140N5P0,tr|A0A140N5P0|A0A140N5P0_ECOBD,6870820.30487126,6977536.805233,7430080.47738058,6912216.00871674,7369131.41937416,7276086.70396322,6913709.70894269,6904447.56436983,6555451.99906951,6671051.625822901,6661446.9880785,6565056.63681391,6093690.13628384,6324871.0298094,6505165.28671657,6347255.73066714,5687886.08129138,5518949.54957398,5771660.12396218,5611403.61423352,A0A140N5P0_ECOBD,unreviewed,Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI),rsmI ECBD_0594,Escherichia coli (strain B / BL21-DE3),286.0,enzyme-directed rRNA 2'-O-methylation [GO:0000453],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]; enzyme-directed rRNA 2'-O-methylation [GO:0000453],rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677],GO:0000453; GO:0005737; GO:0070677,2.1.1.198,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01877}.,,,not_exp,7047663.399050395,224042.42704567863,7115843.849162475,209391.35942354234,6317745.545869238,146840.56775287734,5647474.842265265,93374.16235617119,1.0096741921757029,0.7134503850102496,0.8964312266559855,0.0032594744878316254,0.8013258469503819,5.819512955632269e-05
A0A140N5P1,tr|A0A140N5P1|A0A140N5P1_ECOBD,344216.238548619,320407.61803892197,307193.028563196,334598.014663313,330230.221630261,334290.786692238,309487.148807397,349052.853895247,276857.011428417,285862.616303623,281625.90175048896,281093.725981552,213413.29872160603,244689.155079952,225958.92633042397,238624.391691472,207271.68868711,235591.222667188,233359.30853892,196302.590114891,A0A140N5P1_ECOBD,unreviewed,"Transcriptional regulator, LacI family",ECBD_0667,Escherichia coli (strain B / BL21-DE3),327.0,"regulation of transcription, DNA-templated [GO:0006355]",,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",DNA binding [GO:0003677],GO:0003677; GO:0006355,,,,,,not_exp,326603.7249535125,14047.02974258361,330765.2527562857,14141.337550925104,230671.44295586352,12039.487137545697,218131.20250202727,16816.39733030597,1.0127418259034418,0.7300273361768981,0.7062731540759261,0.00010650894160868929,0.6678772648201585,0.00013820477784637963
A0A140N5P6,tr|A0A140N5P6|A0A140N5P6_ECOBD,12840901.9378236,12342446.012978999,11355075.886632001,11454323.3810825,11762003.3305547,12358424.9193765,11595123.4472197,12038137.890154699,10789435.5820591,11158071.004778199,10774276.966856599,11173229.619980698,10172333.564619198,9982404.33475131,10082456.5294208,10171190.8434917,9731292.62587396,10053402.7526383,9934121.99057705,9280470.79256454,A0A140N5P6_ECOBD,unreviewed,Putative transferase,ECBD_0472,Escherichia coli (strain B / BL21-DE3),184.0,,,transferase activity [GO:0016740],transferase activity [GO:0016740],GO:0016740,,,,,,not_exp,11998186.804629274,620093.1935136085,11938422.3968264,289535.4703241883,10102096.31807075,78133.24582885572,9749822.040413463,294432.35790490103,0.9950188800377892,0.8847293086715693,0.8419685809670048,0.0019112544136545625,0.8126079547829409,0.0012914200623890834
A0A140N5Q1,tr|A0A140N5Q1|A0A140N5Q1_ECOBD,2835087.887531,2527242.98090923,2569139.85509769,2721944.45675396,2802742.63871107,2776978.53003018,2760776.77170733,2861992.73197514,2568025.10698677,2757728.76418446,2670025.46663878,2655728.40453245,2713360.11792537,2677247.00639506,2531263.49976161,2700726.3190328,2442145.0864207996,2595330.95478559,2426811.57002471,2332193.78959158,A0A140N5Q1_ECOBD,unreviewed,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD),tsaD ECBD_0677,Escherichia coli (strain B / BL21-DE3),337.0,tRNA threonylcarbamoyladenosine modification [GO:0002949],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; metalloendopeptidase activity [GO:0004222]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; tRNA threonylcarbamoyladenosine modification [GO:0002949],iron ion binding [GO:0005506]; metalloendopeptidase activity [GO:0004222]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711],GO:0002949; GO:0004222; GO:0005506; GO:0005737; GO:0061711,2.3.1.234,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01445, ECO:0000256|SAAS:SAAS00347501}.",,,not_exp,2663353.79507297,122808.67677670543,2800622.66810593,38462.708367426145,2655649.23577871,72973.90693418102,2449120.35020567,94334.11027658166,1.0515398567351053,0.11418484041484295,0.9971071964571462,0.9286150467655149,0.9195625285444173,0.0535747341692728
A0A140N5Q4,tr|A0A140N5Q4|A0A140N5Q4_ECOBD,22252.573676863398,27716.9182660994,29554.646071528798,27705.3090157352,20004.9763230058,26198.4235728891,17515.7897994292,22491.718554733598,18156.1240542543,19941.7969465438,20374.3979577397,17723.5230430584,15212.501981641999,18314.405768926397,16028.041615365,19598.739872283,12351.161785276101,18384.7580642101,18561.1482055732,13787.5171628717,A0A140N5Q4_ECOBD,unreviewed,Uncharacterized protein,ECBD_0891,Escherichia coli (strain B / BL21-DE3),72.0,,,,,,,,,,,not_exp,26807.361757556697,2735.291021195258,21552.727062514423,3207.6703347874973,17288.4223095541,1752.7274461309175,15771.146304482774,2749.825254526874,0.8039853849638504,0.07418169812973899,0.6449132318916345,0.0022765418680696496,0.5883140029636472,0.002634374180233489
A0A140N5Q7,tr|A0A140N5Q7|A0A140N5Q7_ECOBD,3242408.674303,3041446.85459113,3159017.02842422,3262603.92672629,3246488.41677306,3039272.93811913,3042788.23829706,2835394.87929654,2755337.07803523,2795153.80611313,2771436.61163645,2779054.27251191,2435178.63433549,2443952.6298157,2329366.33527669,2447884.84702548,2483849.15733722,2438870.4523316002,2555614.64582019,2332110.55624883,A0A140N5Q7_ECOBD,unreviewed,Adenylate cyclase,ECBD_0687,Escherichia coli (strain B / BL21-DE3),433.0,,,triphosphatase activity [GO:0050355],triphosphatase activity [GO:0050355],GO:0050355,,,,,,not_exp,3176369.1210111603,87038.46478536847,3040986.1181214475,145348.83458038492,2414095.6116133397,49134.249972163496,2452611.2029344602,81078.25405182295,0.9573780635272593,0.21561001496981802,0.7600173404421084,1.1625117243548513e-05,0.7721430065261747,4.2911202607746765e-05
A0A140N5R4,tr|A0A140N5R4|A0A140N5R4_ECOBD,4307525.20523964,4150496.58886368,4684232.02772349,5292493.9020159,3167625.61135598,3257441.21992115,3730683.09660061,3594461.47500096,3437176.4349032007,3443307.85664305,3378219.97553487,3502264.31601138,2581887.36145609,2634262.17790699,2497722.95935924,2743657.16084575,2434552.4458176005,2484214.10331391,2547081.94422442,2133703.07321623,A0A140N5R4_ECOBD,unreviewed,"Quinone oxidoreductase, YhdH/YhfP family",ECBD_0493,Escherichia coli (strain B / BL21-DE3),324.0,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,,,,not_exp,4608686.930960678,439868.10805594275,3437552.8507196745,232296.45473159535,2614382.414892018,89124.24190693218,2399887.8916430403,158771.05212154164,0.745885520586472,0.0065181282221221295,0.567272729533627,0.0002520110061383707,0.5207313769830717,0.00017968768339737744
A0A140N5R7,tr|A0A140N5R7|A0A140N5R7_ECOBD,2345190.09974681,2375803.39602625,2251265.28392197,2739921.27323879,2225338.67173721,2277906.17625047,2512209.30181667,2210289.99641873,2147571.63510342,2043286.87810639,2074630.31669577,2116228.19651404,1705527.34936888,1828669.9515924999,1914371.73490733,1475756.27337981,1614174.80247521,1780188.81991807,1768821.31506654,1639796.8435993,A0A140N5R7_ECOBD,unreviewed,Uncharacterized protein,ECBD_0697,Escherichia coli (strain B / BL21-DE3),96.0,,,,,,,,,,,not_exp,2428045.013233455,185817.11271278336,2306436.03655577,121426.34932307804,1731081.32731213,165047.5704604706,1700745.44526478,74422.41272551208,0.9499148590677332,0.3793038468311413,0.7129527327035957,0.002830862865953887,0.700458778974562,0.0007497471764909879
A0A140N5R8,tr|A0A140N5R8|A0A140N5R8_ECOBD,184007.292782733,171459.144340047,206666.76978014302,234739.386648946,151459.41722748,156750.774897937,153532.359530435,155526.745934726,134573.114386103,150076.31752238199,138603.417998841,146046.013909644,89808.2550019483,98625.5787762584,106994.930806746,93014.9936098794,85790.7273316038,86833.7261775572,111702.328225709,81991.0125900981,A0A140N5R8_ECOBD,unreviewed,Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],fadJ ECBD_1319,Escherichia coli (strain B / BL21-DE3),714.0,fatty acid beta-oxidation [GO:0006635],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA epimerase activity [GO:0008692]; enoyl-CoA hydratase activity [GO:0004300]; NAD binding [GO:0051287]; fatty acid beta-oxidation [GO:0006635],3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA epimerase activity [GO:0008692]; enoyl-CoA hydratase activity [GO:0004300]; NAD binding [GO:0051287],GO:0003857; GO:0004300; GO:0005737; GO:0006635; GO:0008692; GO:0051287,4.2.1.17; 5.1.2.3; 1.1.1.35,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01617, ECO:0000256|SAAS:SAAS00051632}.",,,not_exp,199218.14838796726,24078.895127335774,154317.3243976445,2010.4840852243278,97110.93954870802,6520.992828969668,91579.44858124203,11756.908232830783,0.7746147911038673,0.018168703567770672,0.4874603058732851,0.0003952642179046191,0.4596943065794171,0.00043765656465434127
A0A140N5S4,tr|A0A140N5S4|A0A140N5S4_ECOBD,158868.202057408,89500.9637697302,116497.60083533199,144874.083429219,183810.93658024102,140637.220048184,140326.90222822802,134166.258319424,127260.054023784,147828.083990305,135677.599435239,139410.53857885,180174.54614454802,142350.18697038802,113969.732736035,140603.96700719302,160068.98624056802,138799.410029829,163945.245317174,110690.13517709801,A0A140N5S4_ECOBD,unreviewed,"Cysteine desulfurase, sulfur acceptor subunit CsdE",ECBD_0911,Escherichia coli (strain B / BL21-DE3),147.0,,,,,,,,,,,not_exp,127435.21252292229,26696.374414230562,149735.32929401926,19842.108473132714,144274.60821454102,23581.603132230743,143375.94419116725,21160.46181862243,1.1749917964556755,0.28966124057122494,1.1321408373575692,0.4441827196260255,1.1250889087298193,0.4485977556137044
A0A140N5S6,tr|A0A140N5S6|A0A140N5S6_ECOBD,454416.11965694797,338025.012969103,400738.295117755,435602.035409172,520696.56578183797,456945.903406887,485893.040326395,533409.070046193,426007.896927543,440745.98221044295,437553.457459301,429200.421678685,482608.023301406,421568.75535117,394453.762608508,436964.672031005,409549.96607572,378726.09860654204,376549.677468975,366820.50379721104,A0A140N5S6_ECOBD,unreviewed,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)",cpdA ECBD_0707,Escherichia coli (strain B / BL21-DE3),275.0,,,"3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]","3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]",GO:0000166; GO:0004115; GO:0046872,3.1.4.53,,,,,not_exp,407195.3657882445,44336.694581490316,499236.1448903282,29978.49830578955,433898.8033230222,31976.27629116245,382911.561487112,16019.66295206415,1.2260359199420459,0.024679561266103902,1.0655789328129641,0.42994344954279906,0.9403632596502561,0.4066351704152667
A0A140N5S7,tr|A0A140N5S7|A0A140N5S7_ECOBD,6433329.08088046,6180916.92773017,6121486.42963105,6291567.11358245,6043977.38801125,5590680.72541803,5368997.36256517,5497394.213112799,5182039.88447786,5279891.32482965,5157226.34161079,5304704.86769672,3918200.47179735,4222232.93849904,4068457.32565556,4119914.73756498,4392058.81248896,4273628.75908246,4622205.58069509,4341362.63964725,A0A140N5S7_ECOBD,unreviewed,50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB),prmB ECBD_1329,Escherichia coli (strain B / BL21-DE3),310.0,peptidyl-glutamine methylation [GO:0018364],,nucleic acid binding [GO:0003676]; protein-glutamine N-methyltransferase activity [GO:0036009]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; peptidyl-glutamine methylation [GO:0018364],nucleic acid binding [GO:0003676]; protein-glutamine N-methyltransferase activity [GO:0036009]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007],GO:0003676; GO:0009007; GO:0018364; GO:0036009,2.1.1.298,,,,,not_exp,6256824.8879560325,118784.75185057922,5625262.422276812,254234.230598206,4082201.3683792325,109677.17587949935,4407313.94797844,130988.96687429395,0.8990602299107114,0.008000439659311855,0.6524397664120656,4.1016840640374743e-07,0.7044010383704717,1.8206978331768906e-06
A0A140N5T4,tr|A0A140N5T4|A0A140N5T4_ECOBD,33363.922920642995,28379.5778979936,29891.2671013543,63300.892475290995,12770.0375453739,17126.568329634098,23699.680693705697,18389.958061844198,19974.0505853583,23188.214202567797,20493.3199549139,22668.944833012203,11980.4248932274,10208.2548357825,11921.8403205959,5362.7126143549,18252.6122187255,9376.11277436166,7279.47849157701,19291.9716262047,A0A140N5T4_ECOBD,unreviewed,Ribose import ATP-binding protein RbsA (EC 7.5.2.7),rbsA ECBD_0921,Escherichia coli (strain B / BL21-DE3),499.0,,plasma membrane [GO:0005886],plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; D-ribose-importing ATPase activity [GO:0015611],ATPase activity [GO:0016887]; ATP binding [GO:0005524]; D-ribose-importing ATPase activity [GO:0015611],GO:0005524; GO:0005886; GO:0015611; GO:0016887,7.5.2.7,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01716}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01716}.,,,not_exp,38733.91509882048,14298.408267052153,17996.561157639473,3897.235243003957,9868.308165990175,2696.9420828362904,13550.043777717217,5287.380598843876,0.46462024589369494,0.05160803305512046,0.2547717714776187,0.013867512772224491,0.3498237589241229,0.02875248358064521
A0A140N5T5,tr|A0A140N5T5|A0A140N5T5_ECOBD,4680126.7462989995,4197208.280394999,4576245.46003409,4763758.12895352,3709012.68991421,3331881.47719806,3804183.81075062,3598345.26002067,3323501.8472357,3438405.41996938,3385378.03545292,3376529.23175216,2557581.91804441,2692067.57107134,2393977.07352455,2732632.82370915,2436575.561341,2653567.37379194,2721909.43596633,2226976.30988708,A0A140N5T5_ECOBD,unreviewed,Periplasmic serine endoprotease DegP-like (EC 3.4.21.107),ECBD_0513,Escherichia coli (strain B / BL21-DE3),455.0,,periplasmic space [GO:0042597],periplasmic space [GO:0042597]; serine-type endopeptidase activity [GO:0004252],serine-type endopeptidase activity [GO:0004252],GO:0004252; GO:0042597,3.4.21.107,,SUBCELLULAR LOCATION: Periplasm {ECO:0000256|RuleBase:RU364067}.,,,not_exp,4554334.653920403,216622.466801051,3610855.80947089,176772.22715389793,2594064.8465873627,132449.74452052772,2509757.170246587,194300.36114316006,0.7928393681748092,0.001106317694526997,0.5695815182036247,1.0825350943519154e-05,0.5510699939641394,1.8721129117232133e-05
A0A140N5T6,tr|A0A140N5T6|A0A140N5T6_ECOBD,16678774.8183237,16436715.1634159,16878843.5483439,16995001.2496525,13948432.3751386,14120064.707991501,14546473.3379672,15250686.889553303,14293529.3287513,14100813.968227802,14138057.967400301,14256285.3295788,11354984.881227901,12412049.6391946,12666672.2442041,12573364.503752401,11558861.379677199,11372102.1699268,11830900.0492027,11338788.0712943,A0A140N5T6_ECOBD,unreviewed,Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290),pdxB ECBD_1339,Escherichia coli (strain B / BL21-DE3),378.0,pyridoxine biosynthetic process [GO:0008615],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; 4-phosphoerythronate dehydrogenase activity [GO:0033711]; NAD binding [GO:0051287]; protein dimerization activity [GO:0046983]; pyridoxine biosynthetic process [GO:0008615],4-phosphoerythronate dehydrogenase activity [GO:0033711]; NAD binding [GO:0051287]; protein dimerization activity [GO:0046983],GO:0005737; GO:0008615; GO:0033711; GO:0046983; GO:0051287,1.1.1.290,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01825, ECO:0000256|SAAS:SAAS01082395}.",,,not_exp,16747333.694934,212024.91061704454,14466414.32766265,502433.14447109506,12251767.817094753,525709.0471595791,11525162.917525249,195431.5454326443,0.8638040294162576,0.00035131815789935054,0.73156527721191,9.254759151679709e-06,0.6881789738871427,6.973626152707961e-08
A0A140N5U1,tr|A0A140N5U1|A0A140N5U1_ECOBD,2399615.75159602,2799296.78094705,2926005.35623841,2932457.85420854,2844661.26150516,3124499.83557523,2881324.74071558,2865314.96373584,2836731.81058316,2920986.44114487,2915721.78213581,2841996.46959222,2882767.53032388,3152806.34672656,2860932.2074349998,3037031.12960291,2773437.2522939,2876645.33662871,2794347.91228209,2716775.02906298,A0A140N5U1_ECOBD,unreviewed,Serine transporter,ECBD_0932,Escherichia coli (strain B / BL21-DE3),429.0,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; amino acid transmembrane transporter activity [GO:0015171],amino acid transmembrane transporter activity [GO:0015171],GO:0015171; GO:0016021,,,,,TRANSMEM 24 43 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 49 67 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 100 120 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 140 157 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 164 187 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 207 229 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 250 273 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 300 324 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 345 364 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 370 394 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 406 428 Helical. {ECO:0000256|SAM:Phobius}.,not_exp,2764343.935747505,217166.4420193896,2928950.200382952,113646.28545693826,2983384.3035220876,119058.87362673257,2790301.3825669205,57363.26427952824,1.05954623175026,0.2889132006495104,1.079237740623383,0.1764349140828004,1.0093900930646664,0.8479649417932367
A0A140N5U8,tr|A0A140N5U8|A0A140N5U8_ECOBD,7795850.983907901,7805218.23069023,9673881.26998736,10084318.5295401,6501710.36748225,6239606.83247979,6684688.83678316,6962329.01452453,5817470.41028279,5874660.002618,5943585.42851748,5748544.98438331,3329945.60645528,4024411.37511599,3650663.97457738,3949705.16922807,3475202.91406927,3648314.76384605,3030260.45086375,2323077.36197669,A0A140N5U8_ECOBD,unreviewed,"Cationic amino acid ABC transporter, periplasmic binding protein",ECBD_1349,Escherichia coli (strain B / BL21-DE3),260.0,nitrogen compound transport [GO:0071705],outer membrane-bounded periplasmic space [GO:0030288],outer membrane-bounded periplasmic space [GO:0030288]; nitrogen compound transport [GO:0071705],,GO:0030288; GO:0071705,,,,,,not_exp,8839817.253531396,1049369.6822032544,6597083.762817432,263611.733018708,3738681.53134418,274310.34703488473,3119213.8726889403,511962.4023181831,0.7462918716087688,0.011500798035267289,0.4229365182691558,0.0001840089306326844,0.3528595425932423,0.00014646080054535015
A0A140N5V0,tr|A0A140N5V0|A0A140N5V0_ECOBD,103123.157673097,96061.50108639289,91886.9286217534,102201.819470484,98107.4083792891,97901.8250855087,100463.034084831,98638.6463188245,88400.00059069971,84687.359761402,84894.16566849929,88193.1946836024,61734.2811601437,75715.90413275419,70510.2450057034,67916.5716800503,65848.8487969479,76572.16147423981,76438.00956723059,70282.3486528917,A0A140N5V0_ECOBD,unreviewed,Glucarate dehydratase (EC 4.2.1.40),ECBD_0942,Escherichia coli (strain B / BL21-DE3),446.0,glucarate catabolic process [GO:0019394],,glucarate dehydratase activity [GO:0008872]; magnesium ion binding [GO:0000287]; glucarate catabolic process [GO:0019394],glucarate dehydratase activity [GO:0008872]; magnesium ion binding [GO:0000287],GO:0000287; GO:0008872; GO:0019394,4.2.1.40,,,,,not_exp,98318.35171293182,4599.566823817172,98777.72846711332,1009.4719687948856,68969.25049466289,5033.510538222674,72285.3421228275,4501.719011392937,1.004672339865123,0.8713763338520756,0.7014890841135955,0.00030025945715951325,0.735217188484658,0.0004215084571873925
