ProtGroup,Counter,Accession,Identical,Similar,OtherLoci,Filter,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,UniqFrac,Total_TMT1,Total_TMT2,Unique_TMT1,Unique_TMT2,Corrected_TMT1,Corrected_TMT2,PSMs_Used_TMT1,TotInt_126C_TMT1,TotInt_127N_TMT1,TotInt_127C_TMT1,TotInt_128N_TMT1,TotInt_128C_TMT1,TotInt_129N_TMT1,TotInt_129C_TMT1,TotInt_130N_TMT1,TotInt_130C_TMT1,TotInt_131N_TMT1,PSMs_Used_TMT2,TotInt_126C_TMT2,TotInt_127N_TMT2,TotInt_127C_TMT2,TotInt_128N_TMT2,TotInt_128C_TMT2,TotInt_129N_TMT2,TotInt_129C_TMT2,TotInt_130N_TMT2,TotInt_130C_TMT2,TotInt_131N_TMT2
340,1,tr|A0A140N5L3|A0A140N5L3_ECOBD, , , , ,73.9,647,71041,ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ftsH PE=3 SV=1,291,291,1,143,148,143,148,143,148,143,54748780.49,63353399.33,51808495.93,48435585.4,47030853.15,56380968.03,59411517.34,61869770.22,52497844.93,42054879.37,148,49900041.82,61312673.24,58638046.75,67624337.73,64001679.61,67519858.43,62465695.9,60385338.82,66793805.38,66760846.68
341,1,tr|A0A140N5L4|A0A140N5L4_ECOBD, , , , ,11,328,37466,Glutathione transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0637 PE=4 SV=1,2,2,1,2,0,2,0,2,0,2,31672.83398,35727.3584,39371.72852,36302.46289,29167.73193,32639.49707,58392.3584,37846.12695,36172.02344,28450.67578,0,0,0,0,0,0,0,0,0,0,0
342,1,tr|A0A140N5L7|A0A140N5L7_ECOBD, , , , ,89.4,104,11316,50S ribosomal protein L24 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplX PE=3 SV=1,233,233,1,104,129,104,129,104,129,104,68554724.5,62735020.38,65077263.5,65667137.01,68797486.64,72216115.21,68206134.77,72643154.46,69859661.78,60405745.01,129,75914399.27,68774830.46,72434719.89,71908398.21,79264974.05,89723331.84,86600364.51,82634368.93,73171636.71,80624104.31
343,1,tr|A0A140N5L9|A0A140N5L9_ECOBD, , , , ,89.2,323,34489,Cysteine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1267 PE=3 SV=1,245,245,1,118,127,118,127,118,127,118,64616288.53,79934130.15,89905920.78,45293995.37,43133877.02,67937500.74,88621844.77,95414807.07,44455160.48,38712906.38,127,48799410.31,62436962.06,115720734.5,102110271.7,91624313.93,72887472.01,62830491.08,111594031.3,116024772.2,95622325.6
344,1,tr|A0A140N5M2|A0A140N5M2_ECOBD, , , , ,55.4,314,35087,tRNA pseudouridine synthase B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=truB PE=3 SV=1,39,39,1,18,21,18,21,18,21,18,3544925.056,3407919.056,3531652.404,3573566.866,3445864.262,3875658.444,3869937.924,4035820.974,3822084.271,3211829.118,21,2687569.55,2614739.76,2795043.309,3008258.826,3116982.441,3302559.376,3280933.09,3097297.352,3235986.203,3303649.377
345,1,tr|A0A140N5N0|A0A140N5N0_ECOBD, , , , ,29.3,167,18534,GCN5-related N-acetyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0584 PE=4 SV=1,16,16,1,8,8,8,8,8,8,8,897926.2256,1308376.059,1335026.686,596583.2012,687728.2842,956754.9023,926910.3623,1392617.146,617746.6553,551591.6602,8,469614.6323,537952.9863,914034.416,834614.6064,744136.106,698247.0303,446048.0295,836581.2861,863776.6924,816726.606
346,1,tr|A0A140N5N2|A0A140N5N2_ECOBD, , , , ,15,167,19483,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0657 PE=4 SV=1,4,4,1,1,3,1,3,1,3,1,17792.31641,17071.14453,31504.88086,6086.196777,8894.681641,16666.25586,30128.37109,21205.99805,6387.029785,10212.80566,3,66932.17676,61395.10352,155448.6055,140387.4609,121588.3359,96442.39648,73826.08008,164978.9141,150676.4453,126311.373
347,1,tr|A0A140N5N9|A0A140N5N9_ECOBD, , , , ,37.8,458,50367,TrkA-N domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0462 PE=4 SV=1,27,27,1,14,13,14,13,14,13,14,1560897.029,1988884.682,1814162.105,1077059.327,1363863.36,1686322.26,1852506.559,2321122.746,1202539.467,1161067.502,13,775385.751,715159.0977,1340228.156,1316772.227,1180688.236,1088055.646,879266.9414,1462945.703,1408511.942,1259950.6
348,1,tr|A0A140N5P0|A0A140N5P0_ECOBD, , , , ,87.8,286,31348,Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmI PE=3 SV=1,55,55,1,28,27,28,27,28,27,28,6555733.436,7105798.055,7743531.712,5482508.551,5453116.088,6967235.411,7303889.015,7990071.293,5809888.842,4732557.633,27,4916373.215,5180523.41,8109389.167,6815224.126,6845466.852,6347231.657,6223121.613,7609000.378,6833735.004,6989012.971
349,1,tr|A0A140N5P1|A0A140N5P1_ECOBD, , , , ,19,327,36210,"Transcriptional regulator, LacI family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0667 PE=4 SV=1",10,10,1,4,6,4,6,4,6,4,281425.0156,323669.5938,381007.625,215591.1318,224108.1504,303467.4219,332333.5391,406875.8809,222016.4678,205346.4131,6,169204.083,178495.0698,329850.7324,308047.832,284720.3857,227554.2324,212662.5059,343747.6797,339884.8945,294401.4834
350,1,tr|A0A140N5P6|A0A140N5P6_ECOBD, , , , ,75.5,184,20226,Putative transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0472 PE=4 SV=1,61,61,1,29,32,29,32,29,32,29,8814061.281,9264810.734,10482139,7068406.132,7667118.539,9519496.941,10006382.41,12198215.12,7605229.51,7042247.161,32,9953702.357,10586567.53,15171410.91,14170549.97,13553889.37,13293682.35,11807490.8,16476615.66,14585785.32,14561207.77
351,1,tr|A0A140N5P9|A0A140N5P9_ECOBD, , , , ,11,210,22906,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1297 PE=4 SV=1,2,2,1,2,0,2,0,2,0,2,46250.20313,45448.05469,39270.82422,50083.82422,55531.76953,53297.29688,56766.25781,55843.63672,41159.53516,45900.71094,0,0,0,0,0,0,0,0,0,0,0
352,1,tr|A0A140N5Q1|A0A140N5Q1_ECOBD, , , , ,49,337,36008,tRNA N6-adenosine threonylcarbamoyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tsaD PE=3 SV=1,40,40,1,18,22,18,22,18,22,18,2124744.003,2235982.92,2522840.189,1920015.732,1897006.213,2382903.386,2413031.655,2727704.327,2045272.155,1841284.665,22,2469728.815,2788123.514,3389172.463,3143880.985,3316356.403,3293944.057,2926837.474,3331070.057,3423805.006,3417215.172
353,1,tr|A0A140N5Q4|A0A140N5Q4_ECOBD, , , , ,48.6,72,7877,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0891 PE=4 SV=1,3,3,1,2,1,2,1,2,1,2,17220.63086,18295.39844,29436.89844,15056.62891,16632.44531,19753.21289,17550.11719,24543.10938,17014.42383,14952.18555,1,12736.55957,13635.98926,34010.50781,25873.20117,22075.57422,14532.28809,16166.76563,31868.61133,23471.70117,19893.91016
354,1,tr|A0A140N5Q7|A0A140N5Q7_ECOBD, , , , ,40.9,433,48388,Adenylate cyclase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0687 PE=4 SV=1,41,41,1,23,18,23,18,23,18,23,2513769.264,2855896.39,3334403.591,1932646.649,2202781.363,2663200.872,2932559.175,3439868.553,2044112.724,1907920.394,18,2239703.045,2269300.809,3779327.791,3120469.553,3121816.81,3038271.968,2442618.917,3635579.711,3076172.732,3242965.787
355,1,tr|A0A140N5Q9|A0A140N5Q9_ECOBD, , , , ,4.1,444,49009,D-galactonate transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0615 PE=4 SV=1,6,6,1,3,3,3,3,3,3,3,186747.8633,121954.6836,447028.8125,53119.67285,70351.13086,184997.4961,204131.0313,319884.2656,59159.38965,60306.15723,3,53322.70703,37855.92774,296359.5078,133241.1523,153045.0059,78130.83691,71652.70215,359545.1563,142596.2109,150868.6113
356,1,tr|A0A140N5R4|A0A140N5R4_ECOBD, , , , ,47.5,324,34723,"Quinone oxidoreductase, YhdH/YhfP family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0493 PE=4 SV=1",37,37,1,17,20,17,20,17,20,17,3235204.687,2874826.885,5580375.7,2149155.961,2264999.99,3384724.536,3709476.952,4714668.743,2363703.303,2004978.885,20,1986213.943,2332111.297,5431899.563,3241735.462,3688426.456,2886498.269,2538709.016,4808883.302,3779912.43,3961366.237
357,1,tr|A0A140N5R7|A0A140N5R7_ECOBD, , , , ,39.6,96,11276,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0697 PE=4 SV=1,19,19,1,10,9,10,9,10,9,10,2221029.467,2219119.506,3174299.354,1639271.879,1728287.441,2206904.529,2744649.305,2820383.289,1396961.643,1578678.06,9,1389233.879,1402051.432,2375928.037,2063146.619,2061518.322,1741790.857,1770876.232,2505232.008,2115389.964,2178471.333
358,1,tr|A0A140N5R8|A0A140N5R8_ECOBD, , , , ,10.5,714,77051,Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fadJ PE=3 SV=1,9,9,1,3,6,3,6,3,6,3,61404.15625,66636.72748,119985.4447,39006.59387,48153.40918,71515.3335,74005.46118,97633.28906,38846.83203,33974.16138,6,157441.3359,167335.7412,494361.2891,321788.9697,312167.4492,209822.9502,224332.5713,409793.7227,337375.4395,340758.1543
359,1,tr|A0A140N5S4|A0A140N5S4_ECOBD, , , , ,47.6,147,15940,"Cysteine desulfurase, sulfur acceptor subunit CsdE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0911 PE=4 SV=1",7,7,1,4,3,4,3,4,3,4,128670.7979,179199.6484,164089.8535,124754.1299,156607.3232,156096.2168,149883.2871,186787.707,130121.376,120336.2168,3,95920.84766,151501.6855,125759.9512,130290.666,137902.9004,176673.498,107837.6055,96534.80762,131341.8896,146792.4531
360,1,tr|A0A140N5S6|A0A140N5S6_ECOBD, , , , ,21.5,275,30866,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cpdA PE=3 SV=1",8,8,1,4,4,4,4,4,4,4,450860.4102,531357.8242,516437.1641,386724.6602,376506.1563,487147.3594,543237.2109,559244.3438,423286.0547,343692.875,4,303683.4551,387687.6836,413285.0195,404428.0391,424873.6602,431851.6133,356566.2617,348312.0508,498865.8633,431749.3594
361,1,tr|A0A140N5S7|A0A140N5S7_ECOBD, , , , ,22.3,310,35041,50S ribosomal protein L3 glutamine methyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=prmB PE=3 SV=1,22,22,1,12,10,12,10,12,10,12,5265992.385,5922161.148,7162117.543,3719038.41,4437660.592,5603404.799,5763642.648,7602188.992,3832047.521,3723892.295,10,3743161.541,3278076.585,6574923.211,5153308.444,5215426.833,4823261.136,3830177.374,6633115.285,5354577.987,5557478.165
362,1,tr|A0A140N5T4|A0A140N5T4_ECOBD, , , , ,11.6,499,55913,Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rbsA PE=3 SV=1,7,7,1,1,6,1,6,1,6,1,9118.228516,5621.010742,32371.08789,4039.288086,3139.568359,11055.01074,11429.07813,17711.07227,2240.74292,3670.185303,6,37027.48962,22312.06738,71468.26978,35142.03821,46134.00244,44620.33276,24984.32214,67796.25732,39873.49048,52866.79627
363,1,tr|A0A140N5T5|A0A140N5T5_ECOBD, , , , ,44.4,455,47204,Periplasmic serine endoprotease DegP-like OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0513 PE=3 SV=1,45,45,1,23,22,23,22,23,22,23,2456099.485,2642933.667,3943690.893,1724427.678,1900417.629,2653717.271,2969859.492,4021898.106,1848393.755,1681515.95,22,2640325.977,2942330.42,6758845.996,4223188.207,4707716.297,3679441.976,3099121.153,6193763.319,4819485.13,4864256.841
364,1,tr|A0A140N5T6|A0A140N5T6_ECOBD, , , , ,73,378,41377,Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pdxB PE=3 SV=1,67,67,1,32,35,32,35,32,35,32,14726234.17,13856563.64,19614469.25,11084209.55,11515833.05,15172038.87,15831946.75,19982038.42,11856784.14,10046477.61,35,9642871.826,9370143.756,17881491.15,12837645.64,14102323.51,12520305.75,11761938.52,17398304.14,14651598.95,14731608.47
365,1,tr|A0A140N5U1|A0A140N5U1_ECOBD, , , , ,6.1,429,46906,Serine transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0932 PE=4 SV=1,23,23,1,10,13,10,13,10,13,10,1824476.479,1764121.379,2112783.051,1757625.258,1697953.596,1961991.266,1957656.896,1794672.109,1787855.504,1586452.793,13,3701056.097,3810671.837,4965561.855,4550524.299,4658855.404,4812275.237,4255554.666,4746495.451,4409610.404,4704349.27
366,1,tr|A0A140N5U8|A0A140N5U8_ECOBD, , ,"tr|A0A140N5U8|A0A140N5U8_ECOBD, tr|A0A140N856|A0A140N856_ECOBD", ,73.1,260,27991,"Cationic amino acid ABC transporter, periplasmic binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1349 PE=3 SV=1",55,52,0.945,27,28,26,26,26.31,26.658,26,5877515.397,6333811.38,11413248.75,3524284.495,2892443.604,6198546.563,7134526.722,9158967.985,3652476.692,3160623.29,26,2014633.546,2802137.651,10450917.75,5784935.94,6045636.86,3838598.413,3456852.623,8424993.453,6820917.44,6057513.012
367,1,tr|A0A140N5V0|A0A140N5V0_ECOBD, , , , ,13.5,446,49126,Glucarate dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0942 PE=3 SV=1,4,4,1,3,1,3,1,3,1,3,176651.4004,189036.0068,228784.4902,131147.7754,144311.0332,176738.4121,212077.9355,239631.7939,124223.498,131206.8672,1,30815.79883,26264.76367,50188.26563,45890.93359,43658.23438,36773.54297,33756.39063,52423.82031,48857.375,46985.76172
368,1,tr|A0A140N5V1|A0A140N5V1_ECOBD, , , , ,63.6,217,22981,Glyoxalase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0533 PE=3 SV=1,24,24,1,13,11,13,11,13,11,13,1853995.319,2348948.827,2804884.939,1197515.332,1407172.69,2017534.313,2045629.104,3302778.908,1340238.62,1069194.687,11,1519933.753,1938164.611,2906231.385,2580588.604,2607529.314,2386505.527,1542213.684,2631981.174,3188046.482,2634569.021
369,1,tr|A0A140N5V3|A0A140N5V3_ECOBD, , , , ,15.2,328,36223,Oxidoreductase domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0655 PE=4 SV=1,6,6,1,2,4,2,4,2,4,2,49649.02149,50540.44922,97306.53125,35798.35938,39418.42383,70836.60938,67954.4043,106227.377,40652.88379,40475.27344,4,176927.3203,156043.5996,314667.2168,197445.9717,246812.0371,197131.7451,206937.6973,322218.4023,220964.2275,247532.3584
370,1,tr|A0A140N5V8|A0A140N5V8_ECOBD, , , , ,31.3,454,50184,Phosphomannomutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1629 PE=3 SV=1,22,22,1,12,10,12,10,12,10,12,937833.5264,884543.6328,1134291.277,774125.6895,799756.0273,996834.1318,979603.6445,1230479.275,796840.5908,696144.2969,10,1025923.359,1271692.016,1413438.668,1260163.277,1350885.592,1442749.111,1275316.676,1459534.441,1314146.855,1462482.828
371,1,tr|A0A140N5V9|A0A140N5V9_ECOBD, , , , ,34.1,346,38832,Aldo/keto reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0737 PE=4 SV=1,10,10,1,7,3,7,3,7,3,7,334365.436,318610.4951,602959.7554,216869.3604,213348.9294,359670.8297,394256.4189,590481.0564,210876.5144,186641.0879,3,186236.4777,152865.6729,301086.7383,253908.311,262114.1152,217361.1882,218257.1626,292685.8496,259637.4375,244050.5059
372,1,tr|A0A140N5W3|A0A140N5W3_ECOBD, , , , ,50.9,405,45517,Aminotransferase class I and II OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1369 PE=4 SV=1,42,42,1,19,23,19,23,19,23,19,3555020.93,3921053.938,4040065.367,2619521.027,3375060.764,3795985.092,3767833.294,4769540.968,2915345.42,2444467.098,23,2173739.958,2011478.211,3327830.943,2813471.079,2964821.011,2761845.771,2456939.7,3453444.562,2913435.082,3033574.342
373,1,tr|A0A140N5W6|A0A140N5W6_ECOBD, , , , ,33.9,434,46193,Histidinol dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hisD PE=3 SV=1,39,39,1,19,20,19,20,19,20,19,1399720,1513439.06,1459010.969,1058231.123,1530199.876,1496542.093,1706557.187,1422815.454,1146383.612,1439149.764,20,1809772.109,1358322.254,1642624.862,1846537.584,1862489.824,2246881.674,1476721.007,1663669.443,1951896.545,1879134.722
374,1,tr|A0A140N5X0|A0A140N5X0_ECOBD, , , , ,58.2,419,44817,UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=murA PE=3 SV=1,104,104,1,47,57,47,57,47,57,47,13249057.35,12906118.45,14947504.33,12189395.8,12336213.66,14331121.49,14310667.75,14519097.34,12956218.05,11321067.54,57,12328731.87,12086085.33,14824698.27,14135917.55,14826311.72,14983115.19,15042018.35,14813053.4,14882823.98,15475672.25
375,1,tr|A0A140N5X3|A0A140N5X3_ECOBD, , , , ,8,113,12697,Hydrogenase maturation factor HybF OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hybF PE=3 SV=1,3,3,1,3,0,3,0,3,0,3,116662.8057,153735.9067,137969.8394,90138.99829,100637.072,122827.6831,155067.6128,155429.3901,81047.16602,84225.73804,0,0,0,0,0,0,0,0,0,0,0
376,1,tr|A0A140N5X5|A0A140N5X5_ECOBD, , , , ,23.8,581,65564,DNA primase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dnaG PE=3 SV=1,15,15,1,9,6,9,6,9,6,9,290107.4385,349865.7295,325362.7803,222269.1953,288153.2988,347094.1299,365233.5586,374319.6836,222755.1597,229684.9072,6,203876.353,209198.3657,288783.0547,294270.8184,285502.8936,278327.4131,262462.2041,302395.0156,279455.707,277761.959
377,1,tr|A0A140N5X6|A0A140N5X6_ECOBD, , , , ,10.2,325,36219,NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nuoH PE=3 SV=1,8,8,1,4,4,4,4,4,4,4,1452183.216,1229722.014,2157034.595,1383620.707,1326546.286,1540814.992,1783443.019,1528405.548,1221863.435,1058174.042,4,1405805.886,987683.7739,2967864.666,2355240.295,2297396.285,1799673.463,1919858.936,3130956.926,2402936.691,2264662.17
378,1,tr|A0A140N5X8|A0A140N5X8_ECOBD, , , , ,51.7,302,35188,Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cysD PE=3 SV=1,37,37,1,15,22,15,22,15,22,15,4621865.341,5545519.671,7299737.138,2897785.901,3185990.58,4906530.087,5759535.385,7284232.449,2448568.351,3158114.911,22,3450341.47,2450924.825,8848522.724,7640992.123,6592326.032,4375964.685,3636697.006,11253610.85,6552585.875,6750821.021
379,1,tr|A0A140N5X9|A0A140N5X9_ECOBD, , , , ,52.6,209,23335,Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rlmE PE=3 SV=1,29,29,1,13,16,13,16,13,16,13,2049114.227,2721087.355,2718121.602,1094416.385,1713168.732,2178173.023,3287371.02,2202265.383,1103784.152,1624378.564,16,1737642.561,645469.3628,2839963.879,3815638.508,2417818.732,1926185.783,1313181.765,3384088.172,3405163.555,2599242.031
380,1,tr|A0A140N5Y3|A0A140N5Y3_ECOBD, , , , ,31.1,412,46467,Multifunctional CCA protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cca PE=3 SV=1,23,23,1,10,13,10,13,10,13,10,555160.0935,658405.8096,650347.3345,496207.5239,472571.4556,608398.9619,750875.168,617867.6333,507124.3633,436056.5293,13,808523.2545,936818.4445,1105358.45,963652.2662,1101024.484,1098914.505,1022578.943,1171787.641,1030884.576,1148320.452
381,1,tr|A0A140N5Y7|A0A140N5Y7_ECOBD, , , , ,74.4,133,15154,Ribosome-binding factor A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rbfA PE=3 SV=1,56,56,1,29,27,29,27,29,27,29,4909301.699,5156641.818,4871186.289,4850085.881,4842437.928,5236033.606,5336518.579,5404790.471,4951062.251,4396445.92,27,3516374.103,3167006.762,3651805.464,3859444.817,3989915.132,4200444.86,4128528.91,4206203.576,3771779.681,4140125.172
382,1,tr|A0A140N5Y8|A0A140N5Y8_ECOBD, , ,"tr|A0A140N4Z4|A0A140N4Z4_ECOBD, tr|A0A140N5Y8|A0A140N5Y8_ECOBD", ,18.6,274,31216,DNA-damage-inducible protein D OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0080 PE=4 SV=1,6,5,0.833,2,4,1,4,1.111,4,1,37869.07813,30547.57227,74213.23438,24096.75977,30514.94141,45968.42578,47552.61328,45086.82031,23598.83008,27225.60742,4,148425.7051,161978.3867,205096.2793,181303.5742,202711.2305,203265.998,163269.7598,217287.9141,207163.1953,245857.1621
383,1,tr|A0A140N5Z1|A0A140N5Z1_ECOBD, , , , ,36.9,379,40118,Peptidase M23 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0982 PE=4 SV=1,46,46,1,24,22,24,22,24,22,24,3276369.215,3737243.961,4138232.809,2398161.415,2650679.699,3450816.156,3989436.447,4572858.721,2371076.761,2369207.011,22,2698478.43,2176384.339,5224332.774,4428364.14,4140716.355,3589023.888,2843410.267,5517846.095,4748485.745,4438327.182
384,1,tr|A0A140N5Z7|A0A140N5Z7_ECOBD, , , , ,72.7,55,6372,50S ribosomal protein L33 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpmG PE=3 SV=1,24,24,1,10,14,10,14,10,14,10,12656947.6,14765142.06,10062681.11,12009666.76,13271793.02,13384333.39,13528583.33,17209017.99,12192688.64,8459396.254,14,10311266.26,22651704.45,9662552.5,12556480.93,12199694.31,16001444,13258371.01,8925302.736,10325448.53,15083912.8
385,1,tr|A0A140N5Z8|A0A140N5Z8_ECOBD, , , , ,50,88,9870,Polymyxin resistance protein B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1399 PE=4 SV=1,7,7,1,2,5,2,5,2,5,2,583401.875,753896.4219,528323.6445,496666.1367,569254.4297,602360.3125,631635.6094,722553.6992,523840.6055,422634.9766,5,605195.834,698716.4238,724999.6035,731011.4668,801608.1797,838206.0059,800266.6133,652751.2832,791957.5586,796694.8477
386,1,tr|A0A140N601|A0A140N601_ECOBD, , , , ,28.2,209,23667,ADP-ribose diphosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0705 PE=4 SV=1,10,10,1,5,5,5,5,5,5,5,1084758.449,1198545.297,1485767.719,779358.2109,807353.3555,1101088.512,1489341.133,1516972.223,884553.8164,726228.6289,5,328157.2344,330750.8906,735162.2227,567886.4219,571326.9609,463732.7188,424354.1016,745862.4023,649941.125,619635.5273
387,1,tr|A0A140N604|A0A140N604_ECOBD, , , , ,54.1,678,72838,Penicillin-binding protein activator LpoA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lpoA PE=3 SV=1,91,91,1,43,48,43,48,43,48,43,4236929.366,4633917.786,5715956.231,3228622.959,3452651.66,4485741.404,4951845.011,6258571.894,3278497.516,3052809.436,48,3800198.604,3964462.468,7147620.336,5501259.636,5780980.236,4898255.879,4192173.135,7038217.125,5292580.184,5807550.346
388,1,tr|A0A140N609|A0A140N609_ECOBD, , , , ,16.6,350,39149,Adenine DNA glycosylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0778 PE=3 SV=1,4,4,1,3,1,3,1,3,1,3,86766.05274,87280.43359,96162.27344,74896.73242,77154.10059,93645.08399,100447.2793,105553.4316,86556.00781,70422.6084,1,15185.82324,12911.68359,17364.81641,17429.28711,21176.39844,17263.95898,16275.62598,18257.39258,15831.66895,16653.07422
389,1,tr|A0A140N610|A0A140N610_ECOBD, , , , ,49.2,130,14011,BOF domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0715 PE=4 SV=1,26,26,1,13,13,13,13,13,13,13,5922717.623,7078215.711,8597984.473,4170004.139,3773749.037,6097093.6,7762355.438,7838334.133,4223125.598,3702520.334,13,3726587.523,4662629.742,10625322.14,8822993.32,7975517.832,6654711.336,6094240.555,9148999.219,10277257.41,8066669.859
390,1,tr|A0A140N613|A0A140N613_ECOBD, , , , ,70.7,287,33159,YicC domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0082 PE=4 SV=1,89,89,1,42,47,42,47,42,47,42,7242002.788,6695291.472,9115908.346,5883162.059,6305379.697,7643779.149,7549294.728,9456749.601,6516496.986,5524413.668,47,8319537.541,7862135.092,12972492.32,9904773.067,11140271.55,10412749.08,9887306.307,13422726.46,10675883.62,11399526.87
391,1,tr|A0A140N615|A0A140N615_ECOBD, , , , ,16.9,319,35368,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0111 PE=4 SV=1,10,10,1,5,5,5,5,5,5,5,264711.2012,222545.4463,321412.0605,214678.666,244077.7021,271501.1416,265262.4053,305215.5215,208748.165,203664.8379,5,122262.5498,88402.88477,114835.2217,116669.0771,119130.2852,132568.374,107457.9062,144179.2129,119517.0938,125245.5771
392,1,tr|A0A140N619|A0A140N619_ECOBD, , , , ,51.5,542,58958,Glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1419 PE=3 SV=1,50,50,1,24,26,24,26,24,26,24,2266062.319,1881696.764,2978559.783,2149941.004,1693313.094,2432515.581,2073373.721,3323042.035,2246910.974,1857540.168,26,2121971.972,3096659.011,3849539.749,2804568.338,3278959.856,3415627.41,3318043.414,4064136.846,2802112.551,3684033.225
393,1,tr|A0A140N622|A0A140N622_ECOBD, , , , ,22,523,56387,Galactarate dehydratase (L-threo-forming) OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=garD PE=3 SV=1,16,16,1,5,11,5,11,5,11,5,176248.2939,120948.0586,406773.9141,53402.04883,73900.55811,183846.3486,152259.6426,498993.3301,64208.38623,68569.24463,11,180851.3726,233148.973,929507.7959,336727.4463,495918.1201,316610.2195,255444.2258,1014680.119,392340.7292,527661.3857
