New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Nov 11 12:21:04 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2
304	1	tr|A0A140N599|A0A140N599_ECOBD	 	 	 	 	32.4	630	70243	DNA topoisomerase 4 subunit B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=parE PE=3 SV=1	52	52	1.000	28	24	28	24	28.000	24.000	28	3678433.9587420006	3863026.036988	4247018.588868	2991207.3193360004	3415506.1221939996	3961835.1494139996	4207401.966795	4628358.619630001	3064231.382571	3208100.280642	24	1628930.6909169997	1326604.558595	2170692.1499009994	2042219.468262	2001675.284669	1988967.002685	1632371.2531730002	2234136.193851	2044283.4064970007	2062478.6530750007
305	1	tr|A0A140N5A3|A0A140N5A3_ECOBD	 	 	 	 	87.7	179	20301	50S ribosomal protein L5 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplE PE=3 SV=1	215	215	1.000	105	110	105	110	105.000	110.000	105	103130439.60766798	98900762.625492	95001799.34765701	97564103.48657499	103562661.841309	108347800.39404303	100122516.36694199	112578786.066162	106806852.64623898	91121035.35937396	110	134733282.27783704	133412136.50634898	128825556.13061802	127810289.30505699	141390729.64111602	168296787.48633102	149461278.220216	136288543.44958603	127602524.79272404	147882810.04443705
306	1	tr|A0A140N5A7|A0A140N5A7_ECOBD	 	 	 	 	14.8	535	60693	Extracellular solute-binding protein family 5 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0719 PE=4 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	3	52847.716308	165271.802735	57787.161621	51831.844238	38991.304199	53245.61963	107450.684326	44055.253906	42900.121338000004	41286.397461	2	72975.863281	118772.396484	85919.933594	121455.277344	112323.851562	117190.933593	117598.511718	96669.30078199999	157801.609375	132510.960937
307	1	tr|A0A140N5A8|A0A140N5A8_ECOBD	 	 	 	 	5.3	453	51109	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hcaE PE=3 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	31966.701172	37976.713867	57055.688965	24953.865479	28179.34668	37798.979981	35200.040284	44758.455078	21084.309082	28277.465088	1	13051.912109	19518.109375	26969.824219	26682.878906	23368.666016	21923.880859	22854.080078	20916.914062	26432.269531	30436.039062
308	1	tr|A0A140N5A9|A0A140N5A9_ECOBD	 	 	 	 	52.9	191	20997	Fe/S biogenesis protein NfuA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nfuA PE=3 SV=1	61	61	1.000	31	30	31	30	31.000	30.000	31	10120012.70752	10226145.636718001	12534577.591795998	9489563.108887998	9280698.782957997	10611413.784425002	8294803.939451	13542137.144043	10060906.606444001	8404880.479736	30	8263409.425414	10213588.391479	9221467.780517	9092742.661501	9798425.913576	11504592.394530002	8137803.783691	9603036.176635	9202320.868408002	10217800.65979
309	1	tr|A0A140N5B4|A0A140N5B4_ECOBD	 	 	 	 	69.5	118	13099	30S ribosomal protein S13 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpsM PE=3 SV=1	121	121	1.000	54	67	54	67	54.000	67.000	54	100177135.507324	100021383.82275301	101195154.03320101	99502937.19531201	98250983.61230499	105188808.93213098	102129099.548828	106851029.558105	103626650.333008	88353238.164062	67	89619920.62439202	80489644.914307	91421775.64855799	91523390.55395797	96592213.35412802	107653202.750794	104609937.00536999	98425250.99121302	91810081.77441701	102983891.02539103
310	1	tr|A0A140N5B5|A0A140N5B5_ECOBD	 	 	 	 	52.2	387	42097	Iron-containing alcohol dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0729 PE=4 SV=1	41	41	1.000	23	18	23	18	23.000	18.000	23	3048802.9040510003	2985488.976077	4385469.1997070005	2229871.254882	2596961.2265620003	3329253.8303250005	3308312.6909210007	5134200.82715	2385415.7524409997	2188811.0495619997	18	2188207.142577	2141567.349609	3955679.558595	2640983.6972650005	3204004.039063	2805436.8662099997	2440316.9560549995	4348947.64453	3171133.0800749995	3337784.0957020004
311	1	tr|A0A140N5B7|A0A140N5B7_ECOBD	 	 	 	 	76.6	107	11556	Iron-binding protein IscA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=iscA PE=3 SV=1	27	27	1.000	13	14	13	14	13.000	14.000	13	2771472.11084	2880581.966796	2820883.024414	2787537.427734	2762080.853515	3196574.4716809997	3150379.2988299998	3291403.797851	2692493.6757819997	2856456.481445	14	3342943.307618	3522841.394532	3685595.703125	3913428.970703	4111876.9160160003	4570336.611328	3563907.444337	4255619.61914	3958091.173828	4379332.013672
312	1	tr|A0A140N5C1|A0A140N5C1_ECOBD	 	 	 	 	50.3	429	48347	Ribosomal RNA small subunit methyltransferase B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmB PE=3 SV=1	37	37	1.000	20	17	20	17	20.000	17.000	20	2338060.5590830003	2258158.4931660006	2429716.364747	2283031.3530289996	1947621.738771	2438085.553223	2571988.77539	2332269.27881	2343067.4155280003	2036954.9921900001	17	2073099.292481	2216573.431153	2483697.374026	2732137.6245110002	2505603.921876	2549675.033204	2471214.65625	2595558.317381	2728605.80127	2688412.162108
313	1	tr|A0A140N5C4|A0A140N5C4_ECOBD	 	 	 	 	72.6	95	10961	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0739 PE=4 SV=1	20	20	1.000	12	8	12	8	12.000	8.000	12	1747750.818849	3020587.539063	2658928.5246590003	737975.910828	968256.5750729999	1826369.752931	3012493.9558110004	2950399.895509	686465.1113290001	911968.0676280002	8	1713871.19043	1403747.7089840001	4368957.785156	4796562.047852	3336378.313477	2455925.047852	1824153.6503909999	4530087.398437	4488086.367187	3486131.164062
314	1	tr|A0A140N5C8|A0A140N5C8_ECOBD	 	 	 	 	13.9	1653	181527	Alpha-2-macroglobulin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1166 PE=3 SV=1	32	32	1.000	18	14	18	14	18.000	14.000	18	1062084.042481	1436316.1479500001	1289363.893554	848349.249025	858185.470704	1111287.408692	1293662.5317370002	1229801.888672	800356.48047	739493.7644049999	14	801483.52539	1502381.21582	1392518.041016	1531094.9843760002	1291707.353517	1223984.875977	1015847.950194	1363242.8671870003	1446355.1484369999	1334622.21875
315	1	tr|A0A140N5D2|A0A140N5D2_ECOBD	 	 	 	 	50.1	850	93605	Penicillin-binding protein, 1A family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0351 PE=4 SV=1	60	60	1.000	32	28	32	28	32.000	28.000	32	2065749.0979010004	2158918.9707020004	1889775.7440159998	1764550.4066179995	2591518.295041	2209115.8465549997	2124418.988768	2375295.4672850007	1919982.732788	2101149.7261969997	28	2006442.978516	1877540.8085930003	2267772.7851549997	2217481.880858	2368090.845706001	2610486.7412120006	2134588.1059570005	2514916.775393	2128590.0039070006	2439783.104492
316	1	tr|A0A140N5D3|A0A140N5D3_ECOBD	 	 	 	 	38.2	288	32391	Glutathione S-transferase domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0749 PE=4 SV=1	28	28	1.000	17	11	17	11	17.000	11.000	17	1525725.7734389997	1607512.9067400002	2766828.9926760006	994281.990234	1070816.501466	1650900.5195310002	2038858.3798820002	2274201.461425	1045120.823243	967791.163575	11	621850.471679	516767.313477	1929666.0957030002	1149104.2304699998	1231315.9707030002	822968.756836	793278.843751	1696922.328125	1331686.4316409999	1274094.699219
317	1	tr|A0A140N5D7|A0A140N5D7_ECOBD	 	 	 	 	72.8	103	11564	50S ribosomal protein L21 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplU PE=3 SV=1	70	70	1.000	42	28	42	28	42.000	28.000	42	57673740.55713099	50515108.202639006	55510791.26757699	55500193.84423999	58343082.808105	60216425.54687501	58844806.342773	55007306.903321	55197240.809079	49417992.16308399	28	49779597.927126	37878592.520631	49638273.768068	48054626.0979	52305187.84961	55231322.476561	57953463.668945	53814958.002441	49866914.014161	52349057.65747099
318	1	tr|A0A140N5D8|A0A140N5D8_ECOBD	 	 	 	 	47.9	71	7994	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1176 PE=4 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	3	210919.960938	250253.281251	253320.8125	215086.515625	204311.941406	254732.171875	251111.015624	262658.453125	194239.660156	179600.371094	1	69819.375	87051.773438	101589.773438	91759.117188	98242.578125	97257.570312	88185.398438	100585.914063	101324.015625	98284.6875
319	1	tr|A0A140N5E1|A0A140N5E1_ECOBD	 	 	 	 	66.2	225	24554	Ribulose-phosphate 3-epimerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0361 PE=3 SV=1	37	37	1.000	16	21	16	21	16.000	21.000	16	4670702.6400150005	5512514.545412	7125431.533814	3117633.321533	4256459.98767	4895201.755859	4845454.863770001	8158359.98462	3276996.9971930003	3379937.7497570002	21	3894235.075929	3810167.272949	6556817.133302	5090593.682862	5524880.22754	6075449.811036	3220367.447998	5749153.606935	5916299.5747070005	5793793.887208001
320	1	tr|A0A140N5E7|A0A140N5E7_ECOBD	 	 	 	 	26.7	513	58135	Ppx/GppA phosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1186 PE=3 SV=1	34	34	1.000	19	15	19	15	19.000	15.000	19	1907527.9682619995	2559940.4775410006	2597473.429687	1177100.24707	1487701.4863270004	2034954.1967760003	2558430.041994	2709097.381836	1123515.9008809999	1237661.80615	15	1161733.5102559999	1141037.426757	2039155.5273440003	1836242.5966800002	1737695.871094	1639292.477539	1212536.547362	2064586.61621	1841306.15039	1841030.6005839999
321	1	tr|A0A140N5E8|A0A140N5E8_ECOBD	 	 	 	 	48.5	445	47543	Phosphoglucosamine mutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glmM PE=3 SV=1	66	66	1.000	29	37	29	37	29.000	37.000	29	9572624.160155999	10353255.585939001	12158345.183594998	7085379.58789	7555385.492188999	10159105.519531	12171185.566406	12346999.792968	7614090.46875	6564238.931644	37	7684003.419434	7794128.194332999	12690430.798828	11682112.753906999	11193978.274414998	10159713.365722	9480788.529299	12703891.773438	12587236.928225998	11707190.678711997
322	1	tr|A0A140N5F4|A0A140N5F4_ECOBD	 	 	 	 	61.0	711	77100	Polyribonucleotide nucleotidyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pnp PE=3 SV=1	269	269	1.000	122	147	122	147	122.000	147.000	122	52762045.433352	52064902.285889	60593805.53796798	46871101.17919899	49117459.83154801	55653856.003664985	56389458.581791006	57596394.970214	51337413.471195996	45903356.75586199	147	66857458.661749	63011248.056158006	89769301.738769	78041927.0459	82012704.947999	84348926.66089	80373934.46216	85329493.21533498	80771527.508791	85167362.87036298
323	1	tr|A0A140N5F5|A0A140N5F5_ECOBD	 	 	 	 	4.0	646	73338	Diguanylate cyclase/phosphodiesterase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0494 PE=4 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	68347.867188	83411.53125	77673.296875	97840.8125	73238.851562	69598.609375	125984.32031300002	52009.191406	80751.164062	76050.804688	1	24594.689453	26348.257812	26773.341797	39688.542969	34581.167969	37456.167969	25685.09375	30608.548827999995	40127.417969	34033.527344
324	1	tr|A0A140N5F9|A0A140N5F9_ECOBD	 	 	 	 	43.5	108	12880	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0780 PE=4 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	6	1297617.559082	1222097.730469	1496378.7441409999	1152967.640015	1067141.250245	1346989.877197	1391528.257324	1655628.7138669998	1227424.1179189999	1043674.99292	7	406485.689698	506885.22241299995	603851.874512	468735.23852600006	534870.333497	557036.77832	506100.734131	661986.4716790001	521884.25439500005	536394.32666
325	1	tr|A0A140N5G5|A0A140N5G5_ECOBD	 	 	 	 	14.5	488	54031	Mannitol dehydrogenase domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1485 PE=3 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	3	165519.49121200002	549870.240723	280907.020507	142477.27831999998	118670.072266	177977.777344	218840.806152	231330.950684	113475.613281	103538.192383	4	51285.945068	40999.290772	128370.79492300001	87070.963868	87350.18554800001	69342.174804	59756.81958	117761.186524	90123.467774	99735.890137
326	1	tr|A0A140N5G9|A0A140N5G9_ECOBD	 	 	 	 	21.1	147	16776	UPF0306 protein YhbP OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yhbP PE=3 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	43747.879883	56177.162109000004	56096.169922	30610.564453	36203.541992	48806.93945400001	59724.859375	57787.095703	31254.925782	33324.331054	1	11152.435547	11965.844727	25398.710938	22643.705078	15882.651366999999	18133.392578	14569.958984	23968.673828	23794.943359	22795.292969
327	1	tr|A0A140N5H1|A0A140N5H1_ECOBD	 	 	 	 	70.5	132	14961	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0514 PE=4 SV=1	51	51	1.000	25	26	25	26	25.000	26.000	25	5373612.700929	6420901.036134	6824825.835448001	4133305.641844	4571797.434327001	5634074.385255	7230322.633789	8315064.504394	3589689.5413230006	3690864.708987001	26	3526105.1608889997	4189348.0537120006	8860511.583008999	5511013.837404	6006813.915528	5000607.963380001	4228457.9995099995	7124648.875976999	5076301.821289	6281742.251467
328	1	tr|A0A140N5H3|A0A140N5H3_ECOBD	 	 	 	 	31.3	134	14517	OsmC family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0392 PE=4 SV=1	18	18	1.000	9	9	9	9	9.000	9.000	9	2450679.0898430003	2425146.9917	3686308.1240230002	1735973.572754	1874382.840332	2647883.493653	2771791.019043	3930448.9116220004	1844330.6938480001	1601658.411864	9	1989835.339844	1789133.873047	4189490.890625	2712393.640625	3055362.2031260002	2470330.2539069997	2307823.375	4186966.898438	3011066.398438	3237207.804687
329	1	tr|A0A140N5H6|A0A140N5H6_ECOBD	 	 	 	 	41.9	658	73898	Biosynthetic arginine decarboxylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=speA PE=3 SV=1	109	109	1.000	55	54	55	54	55.000	54.000	55	12564575.317872	11289654.214357002	17113656.979986995	11007069.937501002	10840770.205081997	13120487.351319	14277322.040038997	14576621.391600998	11467761.078248	9285294.115236998	54	11932698.827391997	11558343.763184	22118281.387698	17770359.349123	17629304.104980998	15269977.658937	15559135.760865	21386347.199953	19122551.479979	18023213.773927
330	1	tr|A0A140N5H9|A0A140N5H9_ECOBD	 	 	 	 	29.7	229	24087	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nanE PE=3 SV=1	12	12	1.000	6	6	6	6	6.000	6.000	6	244515.558593	310488.652344	462660.694337	158896.281738	154794.797851	252994.01416	289531.695314	361915.448241	148468.274413	125385.277344	6	170722.86230500002	222929.473634	671595.212891	422964.873046	417084.58398500003	228717.742187	245786.05664	453361.433594	495567.375001	418845.494141
331	1	tr|A0A140N5I0|A0A140N5I0_ECOBD	 	 	 	 	78.1	270	28912	Peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0402 PE=3 SV=1	176	176	1.000	77	99	77	99	77.000	99.000	77	63532695.940430984	75039215.21924101	73438409.58496198	49561182.58447198	52133908.08642698	65213735.04834201	78059326.961915	70930649.48974901	53481394.681154996	43034644.18481399	99	46132795.77197102	53939325.46435699	74800238.42675802	68655851.30078402	65719189.35547101	61157155.02539199	58509659.200686	62843997.32470901	74559549.412109	66656648.146486
332	1	tr|A0A140N5I1|A0A140N5I1_ECOBD	 	 	 	 	57.7	222	24830	GTP cyclohydrolase 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=folE PE=3 SV=1	44	44	1.000	18	26	18	26	18.000	26.000	18	10667970.399414	9810087.884767	17446357.540041	7143175.619142	7984575.320312	11349462.820313	12840134.615234	14074469.987303002	7657048.806641	7325901.943847	26	7876248.558594	6423711.676759999	20014252.050782003	12214285.553712	13307199.298829	9996134.92871	9462393.643554	18270383.982424	13748454.295897	13754917.739258999
333	1	tr|A0A140N5I2|A0A140N5I2_ECOBD	 	 	 	 	62.6	759	82446	Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+)), Phosphate acetyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1227 PE=4 SV=1	169	169	1.000	94	75	94	75	94.000	75.000	94	20491513.188235004	27627528.791624997	30855979.689453997	13684201.476807998	12444403.717408001	21368524.610721	31742052.941897005	24293203.745851	13311445.133788997	11316284.015505997	75	10888455.478027	13483002.658445999	32783269.114749994	29598963.70606	23424927.580571994	17369066.354734	15343938.954103	24814124.000487998	34332183.77368799	24592069.897706
334	1	tr|A0A140N5J6|A0A140N5J6_ECOBD	 	 	 	 	68.9	296	30659	2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=garR PE=3 SV=1	40	40	1.000	18	22	18	22	18.000	22.000	18	4411910.947023	3631681.254395	9829781.785156	1197659.4359130003	1811309.2572050004	4673031.491211001	4459933.329101001	12208168.834961	1391693.75293	1572000.6220690003	22	2088006.7197870002	1870177.3878790003	12393342.039552	5146755.487548	6624484.811767	3340198.36328	2307790.322387	14895289.574706	6394367.1589359995	6999877.902343
335	1	tr|A0A140N5J9|A0A140N5J9_ECOBD	 	 	 	 	15.1	305	32609	Substrate-binding region of ABC-type glycine betaine transport system OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1527 PE=4 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	2	90792.818359	80436.348633	154610.414063	69881.959961	74790.43066399998	98168.214843	93719.107422	154686.753906	63715.528321000005	61938.527344	4	62342.575684	55777.36084000001	138665.61816399998	86122.485352	97692.54980499999	73103.236816	72337.557617	112388.056641	82725.174805	94033.21582000001
336	1	tr|A0A140N5K0|A0A140N5K0_ECOBD	 	 	 	 	15.6	392	42291	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0830 PE=4 SV=1	12	12	1.000	6	6	6	6	6.000	6.000	6	496008.850097	503871.661132	641946.532226	403675.31786999997	414074.226563	556239.82129	554480.1513670001	586635.004882	374078.04052599997	410828.749511	6	147942.89746100002	138609.111818	218088.433594	206702.66211	207328.77441399998	183157.442872	207183.957031	225690.203125	212318.570312	266115.692383
337	1	tr|A0A140N5K1|A0A140N5K1_ECOBD	 	 	 	 	30.1	289	31412	N-acetylmuramoyl-L-alanine amidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1247 PE=4 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	8	306823.131836	385930.022462	394344.643556	272859.79492300004	304312.17773500003	340560.93261599995	383714.862305	435565.712891	297335.013671	324105.185059	8	496469.041016	562980.716797	758820.0917969999	846872.001953	810559.675781	774272.2343760001	558237.548828	792355.074218	919762.4570309999	799421.3125
338	1	tr|A0A140N5K8|A0A140N5K8_ECOBD	 	 	 	 	61.7	201	22086	50S ribosomal protein L4 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplD PE=3 SV=1	208	208	1.000	102	106	102	106	102.000	106.000	102	102867561.19970798	84375071.59436204	105785175.00281003	107655212.52514803	94390961.38269201	108306982.40014699	102316393.50390299	99903420.60987003	117831490.88183199	107397869.04455599	106	106034687.808715	90560810.35937797	110223264.28247304	103774553.66870199	117343174.16992301	117968587.76904401	130470856.461975	131165303.03985702	106722415.35065104	120506495.76215105
339	1	tr|A0A140N5K9|A0A140N5K9_ECOBD	 	 	 	 	15.9	277	30308	Sulfate transport system permease protein CysT OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1257 PE=3 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	1	10712.674805	9168.332031	8968.969727	7443.664551000001	9530.84375	11091.136719	12445.75293	10893.30957	11824.414062	9999.249023	3	16942.347168	16079.032715000001	20225.174072	20680.649048	16629.670287	19729.966065	19122.370239000003	25648.646485	21139.096801	20242.380249
340	1	tr|A0A140N5L3|A0A140N5L3_ECOBD	 	 	 	 	73.9	647	71041	ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ftsH PE=3 SV=1	291	291	1.000	143	148	143	148	143.000	148.000	143	54748780.490486	63353399.334966	51808495.92871299	48435585.398199	47030853.14770799	56380968.025884	59411517.33960299	61869770.22326899	52497844.928229004	42054879.371091984	148	49900041.82068202	61312673.24217898	58638046.752813	67624337.73126501	64001679.61096398	67519858.431153	62465695.90271399	60385338.81835803	66793805.38330498	66760846.675416
341	1	tr|A0A140N5L4|A0A140N5L4_ECOBD	 	 	 	 	11.0	328	37466	Glutathione transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0637 PE=4 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	2	31672.833984999997	35727.358399	39371.728516	36302.462889999995	29167.731934	32639.497070999998	58392.358399000004	37846.126953	36172.023438	28450.675781	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
342	1	tr|A0A140N5L7|A0A140N5L7_ECOBD	 	 	 	 	89.4	104	11316	50S ribosomal protein L24 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplX PE=3 SV=1	233	233	1.000	104	129	104	129	104.000	129.000	104	68554724.500734	62735020.380493015	65077263.496582	65667137.008914	68797486.635133	72216115.20776099	68206134.767214	72643154.456302	69859661.77966799	60405745.010014005	129	75914399.27344	68774830.46063301	72434719.887822	71908398.20556998	79264974.04754801	89723331.83606	86600364.50574	82634368.93091002	73171636.71259	80624104.30585101
343	1	tr|A0A140N5L9|A0A140N5L9_ECOBD	 	 	 	 	89.2	323	34489	Cysteine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1267 PE=3 SV=1	245	245	1.000	118	127	118	127	118.000	127.000	118	64616288.532595	79934130.14636001	89905920.78094803	45293995.371401995	43133877.019777	67937500.742674	88621844.77167001	95414807.07031502	44455160.47851998	38712906.38366798	127	48799410.30578699	62436962.062501	115720734.501837	102110271.681277	91624313.928834	72887472.00683598	62830491.08282601	111594031.32458998	116024772.23377001	95622325.598267
344	1	tr|A0A140N5M2|A0A140N5M2_ECOBD	 	 	 	 	55.4	314	35087	tRNA pseudouridine synthase B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=truB PE=3 SV=1	39	39	1.000	18	21	18	21	18.000	21.000	18	3544925.056152	3407919.0561519996	3531652.404298	3573566.866212	3445864.261718	3875658.4443349997	3869937.923828	4035820.973633	3822084.270509	3211829.1181629994	21	2687569.5502939997	2614739.7597680003	2795043.3085930003	3008258.825683	3116982.4414069997	3302559.375977	3280933.0898450003	3097297.352053	3235986.2031260002	3303649.377441
345	1	tr|A0A140N5N0|A0A140N5N0_ECOBD	 	 	 	 	29.3	167	18534	GCN5-related N-acetyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0584 PE=4 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	8	897926.225586	1308376.0585929998	1335026.685547	596583.201173	687728.2841810001	956754.902344	926910.3623040001	1392617.1464840001	617746.655274	551591.660157	8	469614.632324	537952.9863280001	914034.416015	834614.6064459999	744136.105956	698247.0302740001	446048.02954099997	836581.286134	863776.692384	816726.6059580001
346	1	tr|A0A140N5N2|A0A140N5N2_ECOBD	 	 	 	 	15.0	167	19483	Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0657 PE=4 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	1	17792.316406	17071.144531	31504.880858999997	6086.196777	8894.681641	16666.255859	30128.371094	21205.998047	6387.029785	10212.805664	3	66932.176758	61395.10351599999	155448.605469	140387.460938	121588.335938	96442.396484	73826.080078	164978.914062	150676.445313	126311.373047
347	1	tr|A0A140N5N9|A0A140N5N9_ECOBD	 	 	 	 	37.8	458	50367	TrkA-N domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0462 PE=4 SV=1	27	27	1.000	14	13	14	13	14.000	13.000	14	1560897.028808	1988884.681641	1814162.1049799998	1077059.327149	1363863.3603509997	1686322.2597659999	1852506.5585919998	2321122.746094	1202539.466797	1161067.5019530002	13	775385.750976	715159.0976579998	1340228.15625	1316772.2265640001	1180688.23633	1088055.6455090002	879266.941408	1462945.703126	1408511.9423840002	1259950.5996120002
348	1	tr|A0A140N5P0|A0A140N5P0_ECOBD	 	 	 	 	87.8	286	31348	Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmI PE=3 SV=1	55	55	1.000	28	27	28	27	28.000	27.000	28	6555733.436279	7105798.055177	7743531.711916001	5482508.551271	5453116.088259	6967235.411377	7303889.015381	7990071.292970002	5809888.841552999	4732557.633303001	27	4916373.214842999	5180523.409667001	8109389.166992	6815224.126466	6845466.851562001	6347231.656737	6223121.613279	7609000.377929	6833735.003907	6989012.970704
349	1	tr|A0A140N5P1|A0A140N5P1_ECOBD	 	 	 	 	19.0	327	36210	Transcriptional regulator, LacI family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0667 PE=4 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	4	281425.015625	323669.59375	381007.625001	215591.13183600002	224108.150391	303467.421875	332333.539063	406875.88086	222016.46777400002	205346.41308600002	6	169204.083007	178495.06982499998	329850.73242300004	308047.83203	284720.385743	227554.232421	212662.50586	343747.679687	339884.89453200006	294401.4834
350	1	tr|A0A140N5P6|A0A140N5P6_ECOBD	 	 	 	 	75.5	184	20226	Putative transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0472 PE=4 SV=1	61	61	1.000	29	32	29	32	29.000	32.000	29	8814061.28125	9264810.734376	10482139.001954999	7068406.131837	7667118.539066	9519496.941408	10006382.41211	12198215.121094	7605229.5097670015	7042247.161135001	32	9953702.357423	10586567.529298998	15171410.90918	14170549.972654998	13553889.372070001	13293682.350586	11807490.801758999	16476615.659179	14585785.324219	14561207.771484999
